e2_idxs,e1_label,probability,e2_label,sent_id,words,e1_idxs,doc_id,ext_id
[1],MATCHER,,MATCHER,257,"[""Shah"", ""RB"", "","", ""Mehra"", ""R"", "","", ""Chinnaiyan"", ""AM"", "","", ""Shen"", ""R"", "","", ""Ghosh"", ""D"", "","", ""Zhou"", ""M"", "","", ""Macvicar"", ""GR"", "","", ""Varambally"", ""S"", "","", ""Harwood"", ""J"", "","", ""Bismar"", ""TA"", "","", ""Kim"", ""R"", "","", ""Rubin"", ""MA"", "","", ""Pienta"", ""KJ"", "".""]",[1],AGR2_blood_biomarker,3
"[31, 32]",MATCHER,,MATCHER,43,"[""The"", ""CellSearch"", ""system"", ""is"", ""the"", ""first"", ""system"", ""to"", ""receive"", ""marketing"", ""approval"", ""by"", ""the"", ""US"", ""FDA"", ""for"", ""CTC"", ""enumeration"", ""as"", ""a"", ""prognostic"", ""marker"", ""in"", ""patients"", ""with"", ""metastatic"", ""breast"", "","", ""colorectal"", "","", ""and"", ""prostate"", ""cancer"", "".""]",[16],AGR2_blood_biomarker,185
"[163, 164]",MATCHER,,MATCHER,117,"[""A"", ""strong"", ""positive"", ""TABLE"", ""I."", ""Summaryof"", ""Basic"", ""Demographic"", ""Datain"", ""Patients"", ""with"", ""Metastatic"", ""Prostate"", ""Cancer"", ""CSPC"", ""("", ""n"", ""1/4"", ""5"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""CRPC"", ""("", ""n"", ""1/4"", ""36"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""Duration"", ""ADT"", ""("", ""months"", "")"", ""NE-CRPC"", ""("", ""n"", ""1/4"", ""3"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""Duration"", ""ADT"", ""("", ""months"", "")"", ""The"", ""Prostate"", ""Average"", ""("", ""SD"", "")"", ""Median"", ""Range"", ""57.2"", ""("", ""6.4"", "")"", ""1978"", ""("", ""3235"", "")"", ""58.1"", ""428.6"", ""("", ""51.1"", ""--"", ""66.6"", "")"", ""("", ""2.4"", ""--"", ""7607"", "")"", ""69.8"", ""("", ""7.6"", "")"", ""436"", ""("", ""599"", "")"", ""49.9"", ""("", ""38.3"", "")"", ""69.4"", ""150.0"", ""37.2"", ""("", ""57.5"", ""87.7"", "")"", ""("", ""3.6"", ""--"", ""2403"", "")"", ""("", ""5.2"", ""--"", ""174.2"", "")"", ""72.7"", ""("", ""5.8"", "")"", ""0.4"", ""("", ""0.3"", "")"", ""43.6"", ""("", ""41.8"", "")"", ""70.7"", ""0.4"", ""33.5"", ""("", ""68.1"", ""--"", ""79.2"", "")"", ""("", ""<"", ""0.1"", ""--"", ""0.7"", "")"", ""("", ""5.2"", ""--"", ""174.2"", "")"", ""AGR2"", ""is"", ""a"", ""Biomarker"", ""of"", ""Metastatic"", ""Prostate"", ""Cancer"", ""Fig."", ""1"", "".""]",[157],AGR2_blood_biomarker,104
"[10, 11]",MATCHER,,MATCHER,98,"[""Features"", ""associated"", ""with"", ""neuroendocrineCRPC"", ""("", ""NE-CRPC"", "")"", "","", ""or"", ""anaplastic"", ""prostate"", ""cancer"", "","", ""include"", ""as"", ""a"", ""usual"", ""pattern"", ""of"", ""early"", "","", ""visceral"", ""metastatic"", ""spread"", ""as"", ""well"", ""as"", ""relatively"", ""low"", ""levels"", ""of"", ""serum"", ""PSA"", ""["", ""28"", ""]"", "".""]",[5],AGR2_blood_biomarker,140
"[19, 20]",MATCHER,,MATCHER,25,"[""Abbreviations"", "":"", ""AGR2"", "","", ""anterior"", ""gradient"", ""2"", "";"", ""CSPC"", "","", ""castration"", ""sensitive"", ""prostate"", ""cancer"", "";"", ""CRPC"", "","", ""castration"", ""resistant"", ""prostate"", ""cancer"", "";"", ""NECRPC"", "","", ""neuroendocrine-predominate"", ""CRPC"", "";"", ""PSA"", "","", ""prostate"", ""specific"", ""antigen"", "";"", ""CGA"", "","", ""chromagranin"", ""A"", "";"", ""NSE"", "","", ""neuron-specific"", ""enolase"", "";"", ""CTC"", "","", ""circulating"", ""tumor"", ""cell"", "";"", ""ELISA"", "","", ""enzyme-linked"", ""immunoassay"", "".""]",[33],AGR2_blood_biomarker,258
"[13, 14, 15, 16]",MATCHER,,MATCHER,4,"[""Blood"", ""was"", ""collected"", ""from"", ""44"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", ""separated"", ""as"", "":"", ""castration"", ""sensitive"", ""prostate"", ""cancer"", ""("", ""CSPC"", "","", ""n"", ""1/4"", ""5"", "")"", "";"", ""castration"", ""resistant"", ""prostate"", ""cancer"", ""("", ""CRPC"", "","", ""n"", ""1/4"", ""36"", "")"", "";"", ""and"", ""neuroendocrine-predominate"", ""CRPC"", ""defined"", ""by"", ""PSA"", ""1"", ""ng/ml"", ""in"", ""the"", ""presence"", ""of"", ""wide-spread"", ""metastatic"", ""disease"", ""("", ""NE-CRPC"", "","", ""n"", ""1/4"", ""3"", "")"", "".""]",[42],AGR2_blood_biomarker,39
"[18, 19]",MATCHER,,MATCHER,16,"[""In"", ""particular"", "","", ""we"", ""find"", ""that"", ""AGR2"", ""expression"", ""is"", ""associated"", ""features"", ""consistent"", ""with"", ""neuroendocrine"", "","", ""or"", ""anaplastic"", "","", ""prostate"", ""cancer"", "","", ""exemplified"", ""by"", ""an"", ""aggressive"", ""clinical"", ""phenotype"", ""without"", ""elevation"", ""in"", ""circulating"", ""PSA"", ""levels"", "".""]",[6],AGR2_blood_biomarker,379
[8],MATCHER,,MATCHER,25,"[""Abbreviations"", "":"", ""AGR2"", "","", ""anterior"", ""gradient"", ""2"", "";"", ""CSPC"", "","", ""castration"", ""sensitive"", ""prostate"", ""cancer"", "";"", ""CRPC"", "","", ""castration"", ""resistant"", ""prostate"", ""cancer"", "";"", ""NECRPC"", "","", ""neuroendocrine-predominate"", ""CRPC"", "";"", ""PSA"", "","", ""prostate"", ""specific"", ""antigen"", "";"", ""CGA"", "","", ""chromagranin"", ""A"", "";"", ""NSE"", "","", ""neuron-specific"", ""enolase"", "";"", ""CTC"", "","", ""circulating"", ""tumor"", ""cell"", "";"", ""ELISA"", "","", ""enzyme-linked"", ""immunoassay"", "".""]",[49],AGR2_blood_biomarker,280
"[12, 13]",MATCHER,,MATCHER,33,"[""AGR2"", ""expression"", ""has"", ""also"", ""been"", ""associated"", ""with"", ""docetaxel-resistance"", ""in"", ""the"", ""neuroendocrine-like"", ""PC3"", ""prostate"", ""cancer"", ""cell"", ""line"", ""in"", ""vitro"", ""["", ""9"", ""]"", "".""]",[11],AGR2_blood_biomarker,154
[31],MATCHER,,MATCHER,131,"[""We"", ""observed"", ""CGA"", ""values"", ""of"", ""68"", ""("", ""39"", ""--"", ""206"", "")"", "","", ""92"", ""("", ""10"", ""--"", ""551"", "")"", "","", ""and"", ""174"", ""("", ""151"", ""--"", ""235"", "")"", ""ng/ml"", ""for"", ""patients"", ""in"", ""the"", ""CSPC"", "","", ""CRPC"", "","", ""and"", ""NE-CRPC"", ""cohorts"", "","", ""respectively"", "".""]",[31],AGR2_blood_biomarker,317
"[13, 14, 15, 16]",MATCHER,,MATCHER,4,"[""Blood"", ""was"", ""collected"", ""from"", ""44"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", ""separated"", ""as"", "":"", ""castration"", ""sensitive"", ""prostate"", ""cancer"", ""("", ""CSPC"", "","", ""n"", ""1/4"", ""5"", "")"", "";"", ""castration"", ""resistant"", ""prostate"", ""cancer"", ""("", ""CRPC"", "","", ""n"", ""1/4"", ""36"", "")"", "";"", ""and"", ""neuroendocrine-predominate"", ""CRPC"", ""defined"", ""by"", ""PSA"", ""1"", ""ng/ml"", ""in"", ""the"", ""presence"", ""of"", ""wide-spread"", ""metastatic"", ""disease"", ""("", ""NE-CRPC"", "","", ""n"", ""1/4"", ""3"", "")"", "".""]",[39],AGR2_blood_biomarker,31
[5],MATCHER,,MATCHER,103,"[""Four"", ""of"", ""five"", ""patients"", ""with"", ""CSPC"", ""had"", ""bone"", ""metastases"", ""("", ""80"", ""%"", "")"", ""while"", ""one"", ""subject"", ""had"", ""metastatic"", ""disease"", ""only"", ""in"", ""lymph"", ""nodes"", ""("", ""20"", ""%"", "")"", "".""]",[5],AGR2_blood_biomarker,323
[33],MATCHER,,MATCHER,129,"[""Specifically"", "","", ""we"", ""observed"", ""AGR2"", ""values"", ""of"", ""105"", ""("", ""20"", ""--"", ""285"", "")"", "","", ""75"", ""("", ""10"", ""--"", ""2500"", "")"", "","", ""and"", ""945"", ""("", ""50"", ""--"", ""1,035"", "")"", ""ng/ml"", ""for"", ""patients"", ""in"", ""the"", ""CSPC"", "","", ""CRPC"", "","", ""and"", ""NE-CRPC"", ""cohorts"", "","", ""respectively"", ""("", ""P"", ""<"", ""0.05"", ""for"", ""each"", ""comparison"", "")"", "".""]",[33],AGR2_blood_biomarker,158
"[41, 42]",MATCHER,,MATCHER,163,"[""The"", ""Prostate"", ""AGR2"", ""is"", ""a"", ""Biomarker"", ""of"", ""Metastatic"", ""Prostate"", ""Cancer"", ""As"", ""NE-CRPC"", ""represents"", ""an"", ""uncommon"", ""clinical"", ""variant"", ""of"", ""metastatic"", ""prostate"", ""cancer"", "","", ""we"", ""used"", ""prostate"", ""cancer"", ""cell"", ""lines"", ""to"", ""further"", ""explore"", ""a"", ""possible"", ""association"", ""between"", ""AGR2"", ""and"", ""neuroendocrine"", ""marker"", ""expression"", ""in"", ""prostate"", ""cancer"", ""cells"", ""("", ""Fig."", ""4"", "")"", "".""]",[35],AGR2_blood_biomarker,132
"[7, 8]",MATCHER,,MATCHER,124,"[""Plasma"", ""AGR2"", ""Levels"", ""are"", ""Elevated"", ""in"", ""Metastatic"", ""Prostate"", ""Cancer"", ""Having"", ""demonstrated"", ""CTC-based"", ""expression"", ""of"", ""AGR2"", ""mRNA"", ""in"", ""CTCs"", "","", ""we"", ""next"", ""expanded"", ""our"", ""study"", ""to"", ""examine"", ""plasma"", ""AGR2"", ""levels"", ""in"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", "".""]",[27],AGR2_blood_biomarker,172
[8],MATCHER,,MATCHER,25,"[""Abbreviations"", "":"", ""AGR2"", "","", ""anterior"", ""gradient"", ""2"", "";"", ""CSPC"", "","", ""castration"", ""sensitive"", ""prostate"", ""cancer"", "";"", ""CRPC"", "","", ""castration"", ""resistant"", ""prostate"", ""cancer"", "";"", ""NECRPC"", "","", ""neuroendocrine-predominate"", ""CRPC"", "";"", ""PSA"", "","", ""prostate"", ""specific"", ""antigen"", "";"", ""CGA"", "","", ""chromagranin"", ""A"", "";"", ""NSE"", "","", ""neuron-specific"", ""enolase"", "";"", ""CTC"", "","", ""circulating"", ""tumor"", ""cell"", "";"", ""ELISA"", "","", ""enzyme-linked"", ""immunoassay"", "".""]",[38],AGR2_blood_biomarker,266
"[8, 9]",MATCHER,,MATCHER,163,"[""The"", ""Prostate"", ""AGR2"", ""is"", ""a"", ""Biomarker"", ""of"", ""Metastatic"", ""Prostate"", ""Cancer"", ""As"", ""NE-CRPC"", ""represents"", ""an"", ""uncommon"", ""clinical"", ""variant"", ""of"", ""metastatic"", ""prostate"", ""cancer"", "","", ""we"", ""used"", ""prostate"", ""cancer"", ""cell"", ""lines"", ""to"", ""further"", ""explore"", ""a"", ""possible"", ""association"", ""between"", ""AGR2"", ""and"", ""neuroendocrine"", ""marker"", ""expression"", ""in"", ""prostate"", ""cancer"", ""cells"", ""("", ""Fig."", ""4"", "")"", "".""]",[2],AGR2_blood_biomarker,124
[5],MATCHER,,MATCHER,102,"[""In"", ""the"", ""five"", ""subjects"", ""with"", ""CSPC"", "","", ""the"", ""median"", ""("", ""range"", "")"", ""age"", ""and"", ""serum"", ""PSA"", ""were"", ""58.1"", ""("", ""51.1"", ""--"", ""66.6"", "")"", ""years"", ""and"", ""428.6"", ""("", ""2.4"", ""--"", ""7,606"", "")"", ""ng/ml"", "","", ""respectively"", "".""]",[15],AGR2_blood_biomarker,384
"[13, 14]",MATCHER,,MATCHER,19,"[""KEY"", ""WORDS"", "":"", ""AGR2"", "";"", ""neuroendocrine"", ""prostate"", ""cancer"", "";"", ""metastasis"", "";"", ""biomarker"", ""INTRODUCTION"", ""Prostate"", ""cancer"", ""is"", ""a"", ""common"", ""disease"", ""affecting"", ""men"", ""in"", ""the"", ""U.S."", ""with"", ""a"", ""projected"", ""incidence"", ""of"", ""over"", ""200,000"", ""cases"", ""in"", ""2010"", ""["", ""1"", ""]"", "".""]",[1],AGR2_blood_biomarker,369
[9],MATCHER,,MATCHER,145,"[""In"", ""10"", ""subjects"", ""("", ""CRPC"", ""n"", ""1/4"", ""7"", "","", ""CSPC"", ""n"", ""1/4"", ""2"", "","", ""NE-CRPC"", ""n"", ""1/4"", ""1"", "")"", "","", ""sequential"", ""samples"", ""were"", ""available"", ""representing"", ""baseline"", ""and"", ""serial"", ""measurements"", ""at"", ""weeks"", ""3"", ""--"", ""6"", ""and"", ""10"", ""--"", ""12"", ""in"", ""response"", ""to"", ""standard"", ""therapies"", ""("", ""Fig."", ""3"", "")"", "".""]",[9],AGR2_blood_biomarker,361
"[25, 26, 27, 28]",MATCHER,,MATCHER,4,"[""Blood"", ""was"", ""collected"", ""from"", ""44"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", ""separated"", ""as"", "":"", ""castration"", ""sensitive"", ""prostate"", ""cancer"", ""("", ""CSPC"", "","", ""n"", ""1/4"", ""5"", "")"", "";"", ""castration"", ""resistant"", ""prostate"", ""cancer"", ""("", ""CRPC"", "","", ""n"", ""1/4"", ""36"", "")"", "";"", ""and"", ""neuroendocrine-predominate"", ""CRPC"", ""defined"", ""by"", ""PSA"", ""1"", ""ng/ml"", ""in"", ""the"", ""presence"", ""of"", ""wide-spread"", ""metastatic"", ""disease"", ""("", ""NE-CRPC"", "","", ""n"", ""1/4"", ""3"", "")"", "".""]",[53],AGR2_blood_biomarker,48
[39],MATCHER,,MATCHER,4,"[""Blood"", ""was"", ""collected"", ""from"", ""44"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", ""separated"", ""as"", "":"", ""castration"", ""sensitive"", ""prostate"", ""cancer"", ""("", ""CSPC"", "","", ""n"", ""1/4"", ""5"", "")"", "";"", ""castration"", ""resistant"", ""prostate"", ""cancer"", ""("", ""CRPC"", "","", ""n"", ""1/4"", ""36"", "")"", "";"", ""and"", ""neuroendocrine-predominate"", ""CRPC"", ""defined"", ""by"", ""PSA"", ""1"", ""ng/ml"", ""in"", ""the"", ""presence"", ""of"", ""wide-spread"", ""metastatic"", ""disease"", ""("", ""NE-CRPC"", "","", ""n"", ""1/4"", ""3"", "")"", "".""]",[53],AGR2_blood_biomarker,54
"[8, 9]",MATCHER,,MATCHER,100,"[""Therefore"", "","", ""we"", ""divide"", ""our"", ""cohort"", ""of"", ""metastatic"", ""prostate"", ""cancer"", ""patients"", ""into"", ""three"", ""groups"", ""as"", ""CSPC"", "","", ""CRPC"", "","", ""and"", ""NE-CRPC"", "".""]",[15],AGR2_blood_biomarker,385
[39],MATCHER,,MATCHER,137,"[""AGR2"", ""("", ""*"", "","", ""panel"", ""A"", "")"", ""and"", ""CGA"", ""("", ""~"", "","", ""panel"", ""B"", "")"", ""values"", ""were"", ""measured"", ""in"", ""plasma"", ""by"", ""ELISA"", ""for"", ""subjects"", ""representing"", ""control"", ""("", ""n"", ""1/4"", ""18"", "")"", "","", ""CSPC"", ""("", ""n"", ""1/4"", ""5"", "")"", "","", ""CRPC"", ""("", ""n"", ""1/4"", ""36"", "","", ""and"", ""NE-CRPC"", ""("", ""n"", ""1/4"", ""3"", "")"", ""sub-groups"", "".""]",[0],AGR2_blood_biomarker,298
[5],MATCHER,,MATCHER,102,"[""In"", ""the"", ""five"", ""subjects"", ""with"", ""CSPC"", "","", ""the"", ""median"", ""("", ""range"", "")"", ""age"", ""and"", ""serum"", ""PSA"", ""were"", ""58.1"", ""("", ""51.1"", ""--"", ""66.6"", "")"", ""years"", ""and"", ""428.6"", ""("", ""2.4"", ""--"", ""7,606"", "")"", ""ng/ml"", "","", ""respectively"", "".""]",[5],AGR2_blood_biomarker,383
"[12, 13]",MATCHER,,MATCHER,117,"[""A"", ""strong"", ""positive"", ""TABLE"", ""I."", ""Summaryof"", ""Basic"", ""Demographic"", ""Datain"", ""Patients"", ""with"", ""Metastatic"", ""Prostate"", ""Cancer"", ""CSPC"", ""("", ""n"", ""1/4"", ""5"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""CRPC"", ""("", ""n"", ""1/4"", ""36"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""Duration"", ""ADT"", ""("", ""months"", "")"", ""NE-CRPC"", ""("", ""n"", ""1/4"", ""3"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""Duration"", ""ADT"", ""("", ""months"", "")"", ""The"", ""Prostate"", ""Average"", ""("", ""SD"", "")"", ""Median"", ""Range"", ""57.2"", ""("", ""6.4"", "")"", ""1978"", ""("", ""3235"", "")"", ""58.1"", ""428.6"", ""("", ""51.1"", ""--"", ""66.6"", "")"", ""("", ""2.4"", ""--"", ""7607"", "")"", ""69.8"", ""("", ""7.6"", "")"", ""436"", ""("", ""599"", "")"", ""49.9"", ""("", ""38.3"", "")"", ""69.4"", ""150.0"", ""37.2"", ""("", ""57.5"", ""87.7"", "")"", ""("", ""3.6"", ""--"", ""2403"", "")"", ""("", ""5.2"", ""--"", ""174.2"", "")"", ""72.7"", ""("", ""5.8"", "")"", ""0.4"", ""("", ""0.3"", "")"", ""43.6"", ""("", ""41.8"", "")"", ""70.7"", ""0.4"", ""33.5"", ""("", ""68.1"", ""--"", ""79.2"", "")"", ""("", ""<"", ""0.1"", ""--"", ""0.7"", "")"", ""("", ""5.2"", ""--"", ""174.2"", "")"", ""AGR2"", ""is"", ""a"", ""Biomarker"", ""of"", ""Metastatic"", ""Prostate"", ""Cancer"", ""Fig."", ""1"", "".""]",[3],AGR2_blood_biomarker,63
[14],MATCHER,,MATCHER,117,"[""A"", ""strong"", ""positive"", ""TABLE"", ""I."", ""Summaryof"", ""Basic"", ""Demographic"", ""Datain"", ""Patients"", ""with"", ""Metastatic"", ""Prostate"", ""Cancer"", ""CSPC"", ""("", ""n"", ""1/4"", ""5"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""CRPC"", ""("", ""n"", ""1/4"", ""36"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""Duration"", ""ADT"", ""("", ""months"", "")"", ""NE-CRPC"", ""("", ""n"", ""1/4"", ""3"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""Duration"", ""ADT"", ""("", ""months"", "")"", ""The"", ""Prostate"", ""Average"", ""("", ""SD"", "")"", ""Median"", ""Range"", ""57.2"", ""("", ""6.4"", "")"", ""1978"", ""("", ""3235"", "")"", ""58.1"", ""428.6"", ""("", ""51.1"", ""--"", ""66.6"", "")"", ""("", ""2.4"", ""--"", ""7607"", "")"", ""69.8"", ""("", ""7.6"", "")"", ""436"", ""("", ""599"", "")"", ""49.9"", ""("", ""38.3"", "")"", ""69.4"", ""150.0"", ""37.2"", ""("", ""57.5"", ""87.7"", "")"", ""("", ""3.6"", ""--"", ""2403"", "")"", ""("", ""5.2"", ""--"", ""174.2"", "")"", ""72.7"", ""("", ""5.8"", "")"", ""0.4"", ""("", ""0.3"", "")"", ""43.6"", ""("", ""41.8"", "")"", ""70.7"", ""0.4"", ""33.5"", ""("", ""68.1"", ""--"", ""79.2"", "")"", ""("", ""<"", ""0.1"", ""--"", ""0.7"", "")"", ""("", ""5.2"", ""--"", ""174.2"", "")"", ""AGR2"", ""is"", ""a"", ""Biomarker"", ""of"", ""Metastatic"", ""Prostate"", ""Cancer"", ""Fig."", ""1"", "".""]",[73],AGR2_blood_biomarker,101
"[5, 6, 7, 8]",MATCHER,,MATCHER,29,"[""circulating"", ""androgens"", ""signals"", ""progression"", ""to"", ""castration"", ""resistant"", ""prostate"", ""cancer"", ""("", ""CRPC"", "")"", ""which"", ""is"", ""associated"", ""with"", ""the"", ""majority"", ""of"", ""the"", ""prostate"", ""cancer"", ""related"", ""morbidity"", ""and"", ""mortality"", "".""]",[10],AGR2_blood_biomarker,209
