e2_idxs,e1_label,probability,e2_label,sent_id,words,e1_idxs,doc_id,ext_id
"[25, 26]",MATCHER,,MATCHER,210,"[""In"", ""summary"", "","", ""we"", ""propose"", ""that"", ""plasma"", ""AGR2"", ""levels"", ""may"", ""be"", ""useful"", ""to"", ""help"", ""characterize"", "","", ""monitor"", "","", ""and"", ""direct"", ""therapies"", ""for"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", "".""]",[7],AGR2_blood_biomarker,412
[39],MATCHER,,MATCHER,4,"[""Blood"", ""was"", ""collected"", ""from"", ""44"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", ""separated"", ""as"", "":"", ""castration"", ""sensitive"", ""prostate"", ""cancer"", ""("", ""CSPC"", "","", ""n"", ""1/4"", ""5"", "")"", "";"", ""castration"", ""resistant"", ""prostate"", ""cancer"", ""("", ""CRPC"", "","", ""n"", ""1/4"", ""36"", "")"", "";"", ""and"", ""neuroendocrine-predominate"", ""CRPC"", ""defined"", ""by"", ""PSA"", ""1"", ""ng/ml"", ""in"", ""the"", ""presence"", ""of"", ""wide-spread"", ""metastatic"", ""disease"", ""("", ""NE-CRPC"", "","", ""n"", ""1/4"", ""3"", "")"", "".""]",[42],AGR2_blood_biomarker,46
"[25, 26, 27, 28]",MATCHER,,MATCHER,4,"[""Blood"", ""was"", ""collected"", ""from"", ""44"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", ""separated"", ""as"", "":"", ""castration"", ""sensitive"", ""prostate"", ""cancer"", ""("", ""CSPC"", "","", ""n"", ""1/4"", ""5"", "")"", "";"", ""castration"", ""resistant"", ""prostate"", ""cancer"", ""("", ""CRPC"", "","", ""n"", ""1/4"", ""36"", "")"", "";"", ""and"", ""neuroendocrine-predominate"", ""CRPC"", ""defined"", ""by"", ""PSA"", ""1"", ""ng/ml"", ""in"", ""the"", ""presence"", ""of"", ""wide-spread"", ""metastatic"", ""disease"", ""("", ""NE-CRPC"", "","", ""n"", ""1/4"", ""3"", "")"", "".""]",[42],AGR2_blood_biomarker,40
[14],MATCHER,,MATCHER,117,"[""A"", ""strong"", ""positive"", ""TABLE"", ""I."", ""Summaryof"", ""Basic"", ""Demographic"", ""Datain"", ""Patients"", ""with"", ""Metastatic"", ""Prostate"", ""Cancer"", ""CSPC"", ""("", ""n"", ""1/4"", ""5"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""CRPC"", ""("", ""n"", ""1/4"", ""36"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""Duration"", ""ADT"", ""("", ""months"", "")"", ""NE-CRPC"", ""("", ""n"", ""1/4"", ""3"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""Duration"", ""ADT"", ""("", ""months"", "")"", ""The"", ""Prostate"", ""Average"", ""("", ""SD"", "")"", ""Median"", ""Range"", ""57.2"", ""("", ""6.4"", "")"", ""1978"", ""("", ""3235"", "")"", ""58.1"", ""428.6"", ""("", ""51.1"", ""--"", ""66.6"", "")"", ""("", ""2.4"", ""--"", ""7607"", "")"", ""69.8"", ""("", ""7.6"", "")"", ""436"", ""("", ""599"", "")"", ""49.9"", ""("", ""38.3"", "")"", ""69.4"", ""150.0"", ""37.2"", ""("", ""57.5"", ""87.7"", "")"", ""("", ""3.6"", ""--"", ""2403"", "")"", ""("", ""5.2"", ""--"", ""174.2"", "")"", ""72.7"", ""("", ""5.8"", "")"", ""0.4"", ""("", ""0.3"", "")"", ""43.6"", ""("", ""41.8"", "")"", ""70.7"", ""0.4"", ""33.5"", ""("", ""68.1"", ""--"", ""79.2"", "")"", ""("", ""<"", ""0.1"", ""--"", ""0.7"", "")"", ""("", ""5.2"", ""--"", ""174.2"", "")"", ""AGR2"", ""is"", ""a"", ""Biomarker"", ""of"", ""Metastatic"", ""Prostate"", ""Cancer"", ""Fig."", ""1"", "".""]",[45],AGR2_blood_biomarker,85
"[19, 20]",MATCHER,,MATCHER,114,"[""AGR2"", ""mRNA"", ""levels"", "","", ""expressed"", ""as"", ""average"", ""CT"", ""SD"", "","", ""were"", ""significantly"", ""elevated"", ""in"", ""samples"", ""from"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", ""("", ""CT"", ""1/4"", ""33.5"", ""5.4"", "")"", ""versus"", ""26"", ""samples"", ""representing"", ""normal"", ""controls"", ""("", ""CT"", ""1/4"", ""37.6"", ""3.7"", "")"", ""("", ""P"", ""<"", ""0.001"", ""by"", ""Student"", ""'s"", ""t-test"", "")"", "".""]",[1],AGR2_blood_biomarker,58
"[27, 28]",MATCHER,,MATCHER,4,"[""Blood"", ""was"", ""collected"", ""from"", ""44"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", ""separated"", ""as"", "":"", ""castration"", ""sensitive"", ""prostate"", ""cancer"", ""("", ""CSPC"", "","", ""n"", ""1/4"", ""5"", "")"", "";"", ""castration"", ""resistant"", ""prostate"", ""cancer"", ""("", ""CRPC"", "","", ""n"", ""1/4"", ""36"", "")"", "";"", ""and"", ""neuroendocrine-predominate"", ""CRPC"", ""defined"", ""by"", ""PSA"", ""1"", ""ng/ml"", ""in"", ""the"", ""presence"", ""of"", ""wide-spread"", ""metastatic"", ""disease"", ""("", ""NE-CRPC"", "","", ""n"", ""1/4"", ""3"", "")"", "".""]",[18],AGR2_blood_biomarker,19
"[15, 16]",MATCHER,,MATCHER,67,"[""The"", ""ELISA"", ""kit"", ""for"", ""CGA"", ""was"", ""obtained"", ""from"", ""Abnova"", ""AGR2"", ""is"", ""a"", ""Biomarker"", ""of"", ""Metastatic"", ""Prostate"", ""Cancer"", ""("", ""Walnut"", "","", ""CA"", "")"", ""and"", ""performed"", ""according"", ""to"", ""manufacturer"", ""'s"", ""instructions"", "".""]",[1],AGR2_blood_biomarker,324
[14],MATCHER,,MATCHER,117,"[""A"", ""strong"", ""positive"", ""TABLE"", ""I."", ""Summaryof"", ""Basic"", ""Demographic"", ""Datain"", ""Patients"", ""with"", ""Metastatic"", ""Prostate"", ""Cancer"", ""CSPC"", ""("", ""n"", ""1/4"", ""5"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""CRPC"", ""("", ""n"", ""1/4"", ""36"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""Duration"", ""ADT"", ""("", ""months"", "")"", ""NE-CRPC"", ""("", ""n"", ""1/4"", ""3"", "")"", ""Age"", ""("", ""years"", "")"", ""Serum"", ""PSA"", ""("", ""ng/dl"", "")"", ""Duration"", ""ADT"", ""("", ""months"", "")"", ""The"", ""Prostate"", ""Average"", ""("", ""SD"", "")"", ""Median"", ""Range"", ""57.2"", ""("", ""6.4"", "")"", ""1978"", ""("", ""3235"", "")"", ""58.1"", ""428.6"", ""("", ""51.1"", ""--"", ""66.6"", "")"", ""("", ""2.4"", ""--"", ""7607"", "")"", ""69.8"", ""("", ""7.6"", "")"", ""436"", ""("", ""599"", "")"", ""49.9"", ""("", ""38.3"", "")"", ""69.4"", ""150.0"", ""37.2"", ""("", ""57.5"", ""87.7"", "")"", ""("", ""3.6"", ""--"", ""2403"", "")"", ""("", ""5.2"", ""--"", ""174.2"", "")"", ""72.7"", ""("", ""5.8"", "")"", ""0.4"", ""("", ""0.3"", "")"", ""43.6"", ""("", ""41.8"", "")"", ""70.7"", ""0.4"", ""33.5"", ""("", ""68.1"", ""--"", ""79.2"", "")"", ""("", ""<"", ""0.1"", ""--"", ""0.7"", "")"", ""("", ""5.2"", ""--"", ""174.2"", "")"", ""AGR2"", ""is"", ""a"", ""Biomarker"", ""of"", ""Metastatic"", ""Prostate"", ""Cancer"", ""Fig."", ""1"", "".""]",[60],AGR2_blood_biomarker,93
"[18, 19]",MATCHER,,MATCHER,16,"[""In"", ""particular"", "","", ""we"", ""find"", ""that"", ""AGR2"", ""expression"", ""is"", ""associated"", ""features"", ""consistent"", ""with"", ""neuroendocrine"", "","", ""or"", ""anaplastic"", "","", ""prostate"", ""cancer"", "","", ""exemplified"", ""by"", ""an"", ""aggressive"", ""clinical"", ""phenotype"", ""without"", ""elevation"", ""in"", ""circulating"", ""PSA"", ""levels"", "".""]",[6],AGR2_blood_biomarker,379
[13],MATCHER,,MATCHER,113,"[""Specifically"", ""49"", ""samples"", ""were"", ""identified"", ""with"", ""1"", ""CTC/7"", "".5"", ""ml"", ""from"", ""patients"", ""with"", ""CRPC"", ""("", ""n"", ""1/4"", ""30"", "")"", "","", ""CSPC"", ""("", ""n"", ""1/4"", ""2"", "")"", "","", ""or"", ""NE-CRPC"", ""("", ""n"", ""1/4"", ""2"", "")"", "".""]",[13],AGR2_blood_biomarker,113
[13],MATCHER,,MATCHER,40,"[""Even"", ""if"", ""tumor"", ""tissue"", ""could"", ""be"", ""directly"", ""sampled"", ""in"", ""the"", ""setting"", ""of"", ""metastatic"", ""CRPC"", "","", ""autopsy"", ""data"", ""highlights"", ""the"", ""tremendous"", ""intra-individual"", ""variation"", ""in"", ""biomarker"", ""expression"", ""across"", ""metastatic"", ""tumors"", ""sites"", ""["", ""13"", ""]"", "".""]",[13],AGR2_blood_biomarker,121
[15],MATCHER,,MATCHER,25,"[""Abbreviations"", "":"", ""AGR2"", "","", ""anterior"", ""gradient"", ""2"", "";"", ""CSPC"", "","", ""castration"", ""sensitive"", ""prostate"", ""cancer"", "";"", ""CRPC"", "","", ""castration"", ""resistant"", ""prostate"", ""cancer"", "";"", ""NECRPC"", "","", ""neuroendocrine-predominate"", ""CRPC"", "";"", ""PSA"", "","", ""prostate"", ""specific"", ""antigen"", "";"", ""CGA"", "","", ""chromagranin"", ""A"", "";"", ""NSE"", "","", ""neuron-specific"", ""enolase"", "";"", ""CTC"", "","", ""circulating"", ""tumor"", ""cell"", "";"", ""ELISA"", "","", ""enzyme-linked"", ""immunoassay"", "".""]",[33],AGR2_blood_biomarker,260
"[19, 20]",MATCHER,,MATCHER,25,"[""Abbreviations"", "":"", ""AGR2"", "","", ""anterior"", ""gradient"", ""2"", "";"", ""CSPC"", "","", ""castration"", ""sensitive"", ""prostate"", ""cancer"", "";"", ""CRPC"", "","", ""castration"", ""resistant"", ""prostate"", ""cancer"", "";"", ""NECRPC"", "","", ""neuroendocrine-predominate"", ""CRPC"", "";"", ""PSA"", "","", ""prostate"", ""specific"", ""antigen"", "";"", ""CGA"", "","", ""chromagranin"", ""A"", "";"", ""NSE"", "","", ""neuron-specific"", ""enolase"", "";"", ""CTC"", "","", ""circulating"", ""tumor"", ""cell"", "";"", ""ELISA"", "","", ""enzyme-linked"", ""immunoassay"", "".""]",[49],AGR2_blood_biomarker,279
"[25, 26]",MATCHER,,MATCHER,34,"[""AGR2"", ""is"", ""known"", ""to"", ""be"", ""expressed"", ""in"", ""primary"", ""prostate"", ""cancer"", ""tissues"", "","", ""and"", ""AGR2"", ""levels"", ""have"", ""been"", ""explored"", ""as"", ""a"", ""potential"", ""urine-based"", ""diagnostic"", ""marker"", ""for"", ""prostate"", ""cancer"", ""["", ""2,10"", ""]"", "".""]",[0],AGR2_blood_biomarker,150
"[24, 25]",MATCHER,,MATCHER,164,"[""PC3"", ""is"", ""a"", ""human"", ""prostate"", ""cancer"", ""cell"", ""line"", ""which"", ""is"", ""known"", ""to"", ""express"", ""high"", ""levels"", ""of"", ""AGR2"", ""and"", ""exhibit"", ""other"", ""characteristics"", ""associated"", ""with"", ""neuroendocrine"", ""prostate"", ""cancer"", ""["", ""9,10,32"", ""]"", "".""]",[16],AGR2_blood_biomarker,136
"[27, 28]",MATCHER,,MATCHER,4,"[""Blood"", ""was"", ""collected"", ""from"", ""44"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", ""separated"", ""as"", "":"", ""castration"", ""sensitive"", ""prostate"", ""cancer"", ""("", ""CSPC"", "","", ""n"", ""1/4"", ""5"", "")"", "";"", ""castration"", ""resistant"", ""prostate"", ""cancer"", ""("", ""CRPC"", "","", ""n"", ""1/4"", ""36"", "")"", "";"", ""and"", ""neuroendocrine-predominate"", ""CRPC"", ""defined"", ""by"", ""PSA"", ""1"", ""ng/ml"", ""in"", ""the"", ""presence"", ""of"", ""wide-spread"", ""metastatic"", ""disease"", ""("", ""NE-CRPC"", "","", ""n"", ""1/4"", ""3"", "")"", "".""]",[30],AGR2_blood_biomarker,27
"[17, 18, 19, 20]",MATCHER,,MATCHER,25,"[""Abbreviations"", "":"", ""AGR2"", "","", ""anterior"", ""gradient"", ""2"", "";"", ""CSPC"", "","", ""castration"", ""sensitive"", ""prostate"", ""cancer"", "";"", ""CRPC"", "","", ""castration"", ""resistant"", ""prostate"", ""cancer"", "";"", ""NECRPC"", "","", ""neuroendocrine-predominate"", ""CRPC"", "";"", ""PSA"", "","", ""prostate"", ""specific"", ""antigen"", "";"", ""CGA"", "","", ""chromagranin"", ""A"", "";"", ""NSE"", "","", ""neuron-specific"", ""enolase"", "";"", ""CTC"", "","", ""circulating"", ""tumor"", ""cell"", "";"", ""ELISA"", "","", ""enzyme-linked"", ""immunoassay"", "".""]",[38],AGR2_blood_biomarker,263
"[35, 36]",MATCHER,,MATCHER,108,"[""AGR2"", ""mRNA"", ""is"", ""Expressedin"", ""CRPC"", ""Since"", ""AGR2"", ""has"", ""been"", ""found"", ""to"", ""promote"", ""metastatic"", ""progression"", ""in"", ""prostate"", ""and"", ""other"", ""cancer"", ""models"", "","", ""we"", ""sought"", ""to"", ""determine"", ""if"", ""AGR2"", ""was"", ""expressed"", ""in"", ""tissue"", ""from"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", "".""]",[6],AGR2_blood_biomarker,405
"[19, 20]",MATCHER,,MATCHER,111,"[""Here"", ""we"", ""utilized"", ""this"", ""basic"", ""approach"", ""to"", ""examine"", ""if"", ""AGR2"", ""mRNA"", ""was"", ""expressed"", ""in"", ""CTCs"", ""in"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", "".""]",[10],AGR2_blood_biomarker,112
"[20, 21]",MATCHER,,MATCHER,47,"[""Taken"", ""together"", "","", ""these"", ""studies"", ""support"", ""our"", ""efforts"", ""to"", ""apply"", ""blood-based"", ""assays"", ""to"", ""examine"", ""AGR2"", ""expression"", ""in"", ""patients"", ""with"", ""metastatic"", ""prostate"", ""cancer"", "".""]",[14],AGR2_blood_biomarker,123
[7],MATCHER,,MATCHER,39,"[""Genetic"", ""and"", ""other"", ""molecular"", ""abnormalities"", ""present"", ""in"", ""CRPC"", ""may"", ""not"", ""reflect"", ""abnormalities"", ""present"", ""in"", ""an"", ""initial"", ""diagnostic"", ""biopsy"", ""obtained"", ""many"", ""years"", ""or"", ""even"", ""decades"", ""earlier"", "".""]",[7],AGR2_blood_biomarker,146
[25],MATCHER,,MATCHER,25,"[""Abbreviations"", "":"", ""AGR2"", "","", ""anterior"", ""gradient"", ""2"", "";"", ""CSPC"", "","", ""castration"", ""sensitive"", ""prostate"", ""cancer"", "";"", ""CRPC"", "","", ""castration"", ""resistant"", ""prostate"", ""cancer"", "";"", ""NECRPC"", "","", ""neuroendocrine-predominate"", ""CRPC"", "";"", ""PSA"", "","", ""prostate"", ""specific"", ""antigen"", "";"", ""CGA"", "","", ""chromagranin"", ""A"", "";"", ""NSE"", "","", ""neuron-specific"", ""enolase"", "";"", ""CTC"", "","", ""circulating"", ""tumor"", ""cell"", "";"", ""ELISA"", "","", ""enzyme-linked"", ""immunoassay"", "".""]",[27],AGR2_blood_biomarker,254
[25],MATCHER,,MATCHER,25,"[""Abbreviations"", "":"", ""AGR2"", "","", ""anterior"", ""gradient"", ""2"", "";"", ""CSPC"", "","", ""castration"", ""sensitive"", ""prostate"", ""cancer"", "";"", ""CRPC"", "","", ""castration"", ""resistant"", ""prostate"", ""cancer"", "";"", ""NECRPC"", "","", ""neuroendocrine-predominate"", ""CRPC"", "";"", ""PSA"", "","", ""prostate"", ""specific"", ""antigen"", "";"", ""CGA"", "","", ""chromagranin"", ""A"", "";"", ""NSE"", "","", ""neuron-specific"", ""enolase"", "";"", ""CTC"", "","", ""circulating"", ""tumor"", ""cell"", "";"", ""ELISA"", "","", ""enzyme-linked"", ""immunoassay"", "".""]",[22],AGR2_blood_biomarker,240
"[13, 14]",MATCHER,,MATCHER,19,"[""KEY"", ""WORDS"", "":"", ""AGR2"", "";"", ""neuroendocrine"", ""prostate"", ""cancer"", "";"", ""metastasis"", "";"", ""biomarker"", ""INTRODUCTION"", ""Prostate"", ""cancer"", ""is"", ""a"", ""common"", ""disease"", ""affecting"", ""men"", ""in"", ""the"", ""U.S."", ""with"", ""a"", ""projected"", ""incidence"", ""of"", ""over"", ""200,000"", ""cases"", ""in"", ""2010"", ""["", ""1"", ""]"", "".""]",[1],AGR2_blood_biomarker,369
